SoilTemp_10cm,SoilTemp_20cm,SoilTemp_40cm,SoilTemp_80cm,SoilHeatFlux_DiffVolt1,RZT,TimeOfDay,Optimized_RZT
17.2995811058746,18.10792713888041,14.39843202667466,14.9576473928466,-1.48901,17.337572104150492,Evening,20.49505846466887
17.24844513296185,18.10520711471461,14.40282445253156,14.9571077544444,-1.25881,17.288738557002656,Evening,20.49505846466887
17.24087059817282,18.12563050327263,14.40070750295916,14.95731182883576,-0.824,17.28249233360516,Evening,20.49505846466887
17.25336863840779,18.17029341391881,14.37644096295839,14.95816431510029,-0.55406,17.29651132016439,Evening,20.49505846466887
17.29363137003167,18.21659042930913,14.34026676854274,14.95926134377832,-0.19773,17.337051214659297,Evening,20.49505846466887
17.30659760873949,18.23182049305588,14.3265241307601,14.96002738893451,0.034691,17.350121665171574,Evening,20.49505846466887
17.32047078174977,18.24640595894568,14.312595202995,14.96081219910066,0.300723,17.364025347366393,Evening,20.49505846466887
17.33434399664923,18.26088948808297,14.29895130455957,14.96158718909014,0.54617,17.377924269091086,Evening,20.49505846466887
17.33394955921534,18.26024890274923,14.29987119868824,14.96207689081857,0.593666,17.37751831374163,Evening,20.49505846466887
17.33355516453857,18.25960824276389,14.30079122205547,14.96256653838406,0.641161,17.3771123955919,Evening,20.49505846466887
17.33316074514713,18.25896765743014,14.30171137468264,14.96305627675125,0.688655,17.37670645745758,Evening,20.49505846466887
17.33198892654929,18.25853650714521,14.30269775087822,14.96353981593654,0.720582,17.37557001525452,Evening,20.49505846466887
17.33073590306077,18.25810535686027,14.30368425637652,14.96402344749573,0.752507,17.374356228481275,Evening,20.49505846466887
17.32948289210895,18.25767424390114,14.30467089119893,14.96450717144557,0.796462,17.373142455433964,Evening,20.49505846466887
17.32885899811773,18.25711835080153,14.30555738871889,14.9650031865074,0.847868,17.372521963602342,Evening,20.49505846466887
17.32823501720533,18.25656245770192,14.30644401560576,14.96549929337789,0.899267,17.371901388996786,Evening,20.49505846466887
17.32761122316499,18.25600660192811,14.30733074741971,14.96599549176604,0.950657,17.371280994162134,Evening,20.49505846466887
17.32639061289196,18.25564394448128,14.30837959101535,14.96648384248275,0.989295,17.3701013350283,Evening,20.49505846466887
17.32526938174379,18.25528128703444,14.309454786498,14.96697562193757,1.027659,17.369016333847636,Evening,20.49505846466887
17.32414820687606,18.25491859226181,14.31053006251071,14.96747087569352,1.066018,17.367931384511426,Evening,20.49505846466887
17.32312495114845,18.25409466261159,14.31176945619155,14.9679645072022,1.098704,17.366917846845993,Evening,20.49505846466887
17.32210176827994,18.25327073296137,14.31300888152279,14.96845823000461,1.131386,17.365904378579806,Evening,20.49505846466887
17.32107854031279,18.25244680331114,14.31424848529335,14.96895204534852,1.164062,17.36489086737986,Evening,20.49505846466887
17.31931080618661,18.25152455751076,14.31593385358445,14.96943904745257,1.184494,17.36316363245274,Evening,20.49505846466887
17.31754309306181,18.25060223705879,14.31761932697398,14.96992614028519,1.204923,17.361436414001002,Evening,20.49505846466887
17.31577545110525,18.24967995393261,14.31930492994463,14.97041332601738,1.226159,17.359709265119537,Evening,20.49505846466887
17.31426208243506,18.24837019170436,14.32105802878971,14.97089965711903,1.245675,17.358205935479997,Evening,20.49505846466887
17.31274877278791,18.24706050412771,14.32281123279756,14.97138608115381,1.266499,17.35670266561003,Evening,20.49505846466887
17.31123547169324,18.24575077922526,14.32456459091209,14.97187259629204,1.288766,17.355199402134094,Evening,20.49505846466887
17.31074853328926,18.24634952234021,14.32475204525399,14.97238949419997,1.323141,17.354764026342863,Evening,20.49505846466887
17.31026162551894,18.24694826545516,14.32493965374547,14.97290648416818,1.357507,17.354328679747155,Evening,20.49505846466887
17.30977470070324,18.24754700857011,14.32512741640802,14.97342356621347,1.391876,17.353893316934485,Evening,20.49505846466887
17.30953918895263,18.24772169330161,14.32540718524236,14.97393832978595,1.427204,17.353677317391778,Evening,20.49505846466887
17.30930371823264,18.2478964526847,14.3256870593682,14.97445318546913,1.463005,17.35346136048156,Evening,20.49505846466887
17.3090682078341,18.2480711374162,14.32596708772948,14.9749681338953,1.498788,17.353245362257155,Evening,20.49505846466887
17.30744841094394,18.24741666688585,14.32746155106764,14.97546297039014,1.508895,17.351671707492724,Evening,20.49505846466887
17.30582868703516,18.2467621963555,14.32886979602405,14.97595790058483,1.518979,17.350098112105908,Evening,20.49505846466887
17.3042089912503,18.24610776315095,14.33007788213565,14.97645249119122,1.529041,17.34852452174876,Evening,20.49505846466887
17.30270390502406,18.24481035576162,14.33171820602054,14.97694012817028,1.538345,17.347029653437883,Night,20.49505846466887
17.30119881469546,18.24351298569809,14.33335861086453,14.9774278564377,1.548043,17.345534782999177,Night,20.49505846466887
17.29969376582602,18.24221561563456,14.33499917007287,14.97791567816451,1.55814,17.344039952066897,Night,20.49505846466887
17.30158821324039,18.23068922279061,14.34202103982304,14.97842088248242,1.486897,17.345298581921806,Night,20.49505846466887
17.30841036655328,18.21991449685326,14.35056247428493,14.97899828187264,1.461765,17.35128648805224,Night,20.49505846466887
17.33714324190928,18.20716553484361,14.35464460677443,14.97952930989187,1.808222,17.37804938474893,Night,20.49505846466887
17.33822742442618,18.20824117100813,14.35431579719667,14.98005911121173,1.817754,17.379132995907277,Night,20.49505846466887
17.33931168564502,18.20931676984684,14.35398007279062,14.98058900515193,1.827254,17.380216679443453,Night,20.49505846466887
17.34039601024246,18.21039238734845,14.35364447841667,14.98111899172933,1.83529,17.38130042424564,Night,20.49505846466887
17.33862981571495,18.21033518556405,14.35479628232329,14.98162247532894,1.820863,17.379615613656657,Night,20.49505846466887
17.33686370118225,18.21027803976835,14.35594819184379,14.98212605098395,1.804954,17.37793088192712,Night,20.49505846466887
17.3351726132406,18.21022083798395,14.35710023146095,14.98262971901896,1.788995,17.376317607546657,Night,20.49505846466887
17.29398674642021,18.17406527905352,14.38866930032574,14.98251718066967,1.638866,17.335378831303547,Night,20.49505846466887
17.25890574077203,18.13693030986411,14.41954331071476,14.98244165028721,1.597268,17.30020817867785,Night,20.49505846466887
17.2294761773278,18.09969612870539,14.44601414565434,14.98244583858791,1.142066,17.270415088662677,Night,20.49505846466887
17.22655402115956,18.09480588936843,14.45017653990551,14.98287143764697,0.898713,17.267400438145913,Night,20.49505846466887
17.22387250435374,18.09025124627525,14.45314539224093,14.98329307370656,0.780634,17.26463076129684,Night,20.49505846466887
17.22177393141344,18.08665414052383,14.45352142155757,14.98369299882089,0.707382,17.262461418357635,Night,20.49505846466887
17.22112865128053,18.08537899797261,14.4543674816601,14.98417936291371,0.660036,17.261786445258476,Night,20.49505846466887
17.22113789362415,18.08442711548915,14.45520438898868,14.98467633301439,0.600454,17.261750208062562,Night,20.49505846466887
17.2215617852073,18.08353071780342,14.45592741273948,14.98517357075382,0.531637,17.2621115262954,Night,20.49505846466887
17.21958842393029,18.08341327218213,14.4568981390746,14.98569381481245,0.5281,17.260226519152067,Night,20.49505846466887
17.21788103476663,18.08339597167507,14.45786899574336,14.9862143259281,0.524595,17.2585995893082,Night,20.49505846466887
17.21617282490497,18.08346000408039,14.45883999499794,14.98673591240996,0.521105,17.256975734628288,Night,20.49505846466887
17.2157133876693,18.08321204880875,14.45981217646287,14.98724396915819,0.486459,17.256526494208188,Night,20.49505846466887
17.21525440310179,18.0829640748742,14.46078448832613,14.98775211806109,0.451842,17.256077684067712,Night,20.49505846466887
17.21479583821358,18.08271613826545,14.46175694283994,14.98826035975106,0.417238,17.255629275442644,Night,20.49505846466887
17.21308234262986,18.08322658720682,14.46276384692357,14.98878574008743,0.435966,17.25402155973829,Night,20.49505846466887
17.21166460970765,18.08380325211265,14.46377090593153,14.98930662261232,0.452277,17.252698686775656,Night,20.49505846466887
17.21049140138582,18.08454890956588,14.46477809542415,14.98982478872463,0.459485,17.251616727933854,Night,20.49505846466887
17.21015336754881,18.08545023425687,14.46591595286307,14.99035172717814,0.473461,17.25133763832982,Night,20.49505846466887
17.20981536263503,18.08635154028496,14.4670539163686,14.99087875773391,0.486356,17.251058575401537,Night,20.49505846466887
17.20948384532322,18.08739935006756,14.46819204711544,14.99140588163983,0.49375,17.250792638940055,Night,20.49505846466887
17.20847683846806,18.08847084306857,14.46911272564884,14.99193438882606,0.484969,17.249884421755983,Night,20.49505846466887
17.20746986045387,18.08957609725326,14.46998784116709,14.99246377445382,0.476431,17.24897782765163,Night,20.49505846466887
17.20641731970952,18.09073009892927,14.47068489935203,14.9929932530209,0.456001,17.248030127462172,Night,20.49505846466887
17.20628151307391,18.0903021959887,14.4716167326765,14.99349524089703,0.440505,17.24788059502682,Morning,20.49505846466887
17.20610020584434,18.08976888499648,14.47251036588573,14.99399732190022,0.425867,17.24768272202613,Morning,20.49505846466887
17.20591894698841,18.08923557400426,14.47334015138476,14.99449949543192,0.411251,17.24748488759464,Morning,20.49505846466887
17.20501314417367,18.08797788126329,14.47379242263588,14.99499116492501,0.369738,17.246562557687877,Morning,20.49505846466887
17.20410739199424,18.086758186184,14.47424444546003,14.99548495778983,0.318482,17.245642077840593,Morning,20.49505846466887
17.20320167030223,18.08554535905142,14.47469662348939,14.99597884384947,0.267256,17.24472195272975,Morning,20.49505846466887
17.20310744383507,18.08477400278674,14.47545342587638,14.9964777370394,0.25201,17.244595716598482,Morning,20.49505846466887
17.20301739491648,18.08400264652206,14.47621038351187,14.99697672299645,0.24131,17.244473459442393,Morning,20.49505846466887
17.20292736463659,18.08323129025737,14.47696745972561,14.99747580235305,0.231695,17.244351220052895,Morning,20.49505846466887
17.20507362233199,18.07672818455496,14.47669822395908,14.9979282101939,0.05512,17.246087038427678,Morning,20.49505846466887
17.20909768380967,18.07375380374327,14.47751584659664,14.99848289204511,-0.12355,17.249778854785088,Morning,20.49505846466887
17.21213028528669,18.07244517995185,14.47718663673746,14.99905270346039,-0.10867,17.252605198904046,Morning,20.49505846466887
17.22080027110966,18.07288556837163,14.47499406335045,14.99960097417638,-0.00933,17.260883657935665,Morning,20.49505846466887
17.22919474074407,18.07251119062443,14.47383345739614,15.0002800435312,0.12263,17.26886118306982,Morning,20.49505846466887
17.23724433671902,18.07484082427598,14.47504314259536,15.00113413373093,0.005514,17.276638732733687,Morning,20.49505846466887
17.25934471965075,18.08213105639246,14.47200796632942,15.00227813677722,0.079654,17.2980338593637,Morning,20.49505846466887
17.28436109783203,18.09195776306639,14.4695720748087,15.00335087298345,0.072048,17.322326711943084,Morning,20.49505846466887
17.31052769568632,18.10327048438354,14.46738184404999,15.00442546258185,0.097952,17.347785601367676,Morning,20.49505846466887
17.36275571713835,18.13218366286968,14.45019440753688,15.00604753934505,0.066991,17.39889986665607,Morning,20.49505846466887
17.41917855012551,18.16318372668443,14.43008618466859,15.00770089549712,0.036017,17.454108148596628,Morning,20.49505846466887
17.47709052840516,18.1953027245886,14.4077981799963,15.00936182976507,-0.0397,17.51078758904551,Morning,20.49505846466887
17.62907092185694,18.27508430217833,14.34460318964457,15.01295722540428,-0.3028,17.659319000590212,Morning,20.49505846466887
17.77643014491345,18.34937447113934,14.27929752055258,15.01653882814865,-0.49341,17.803188269877282,Morning,20.49505846466887
17.92353747581461,18.42366467742614,14.21386786623155,15.02000703511054,-0.64797,17.94681760861489,Morning,20.49505846466887
17.96516146625124,18.44504892532188,14.19591515125048,15.0213598948274,-0.73639,17.987474821553743,Morning,20.49505846466887
18.00678552482197,18.46643324786923,14.17796256744672,15.02271284777094,-0.82479,18.028132102943168,Morning,18.028132102943168
18.04663303830933,18.48781749576497,14.16001001699698,15.02406589272719,-0.9132,18.067097288833413,Morning,18.067097288833413
18.10447763318125,18.51883747289261,14.13349166074741,15.02580593782313,-1.02297,18.123659935994173,Morning,18.123659935994173
18.1623223029251,18.54999290533874,14.10697333789528,15.02754607496582,-1.13275,18.18022907780318,Morning,18.18022907780318
18.21995478364563,18.58139569584377,14.08045514630729,15.0292863029413,-1.2394,18.236607847405658,Morning,18.236607847405658
18.28238849993643,18.6163737005201,14.05115178175145,15.03114922245611,-1.3843,18.297728822543764,Morning,18.297728822543764
18.34482195357721,18.65135170519642,14.02184854850319,15.0330122303758,-1.52921,18.358849547533094,Morning,18.358849547533094
18.40725514462161,18.68632963522115,13.9925456911967,15.03487533164133,-1.67413,18.4199700189135,Morning,18.4199700189135
18.45761018963254,18.71380396020897,13.96973987221774,15.03645110473679,-1.79585,18.46923145375478,Morning,18.46923145375478
18.5079651071583,18.7412782105452,13.94693115141702,15.03802696628823,-1.91757,18.518492763290176,Morning,18.518492763290176
18.55832003239237,18.76875231157825,13.92411605531934,15.03960293108446,-2.0393,18.56775407233807,Morning,18.56775407233807
18.57385215086977,18.7775614983541,13.91787559072429,15.04043377366534,-2.14386,18.582964828157998,Afternoon,18.582964828157998
18.58938441075667,18.78637046117517,13.91163520864475,15.04126471213922,-2.24844,18.59817570805482,Afternoon,18.59817570805482
18.60491640225321,18.79517972260262,13.90539486017995,15.04209574159923,-2.35303,18.613386346483942,Afternoon,18.613386346483942
18.63369775544159,18.81054025867394,13.89320268386179,15.04319251002014,-2.44568,18.641526464339297,Afternoon,18.641526464339297
18.6624789740653,18.82590086939685,13.88099826165633,15.04429271772704,-2.53834,18.66966645612748,Afternoon,18.66966645612748
18.69126032927069,18.84126133081658,13.86879387313089,15.04539315680296,-2.63101,18.697806570928503,Afternoon,18.697806570928503
18.70187795399189,18.84715701515617,13.86500350206671,15.04610718135375,-2.71057,18.708198586258415,Afternoon,18.708198586258415
18.7124959858098,18.85309092111224,13.86121311580357,15.04682130928576,-2.79014,18.71859280181122,Afternoon,18.71859280181122
18.72311347097175,18.85902497637149,13.85742295897572,15.04753552092038,-2.86972,18.728986503801885,Afternoon,18.728986503801885
18.70411973754749,18.84778707461509,13.86867748074485,15.04757883612852,-2.88891,18.71036410972036,Afternoon,18.71036410972036
18.68512627401228,18.8365491728587,13.87993184061287,15.0476279935981,-2.90812,18.691741972678923,Afternoon,18.691741972678923
18.6661325357901,18.82531112179911,13.89118652782649,15.04767724220741,-2.92733,18.673119566967006,Afternoon,18.673119566967006
18.6424923770828,18.81212152875201,13.90413621754051,15.047643047667,-2.95095,18.649979278107153,Afternoon,18.649979278107153
18.61885221670956,18.79893178640172,13.91707899411483,15.0476089492244,-2.97456,18.626838979767957,Afternoon,18.626838979767957
18.59521232749303,18.78574196939984,13.93002180456516,15.04757494689668,-2.99659,18.60369893615925,Afternoon,18.60369893615925
18.55727604849,18.76379126520385,13.95040849965059,15.04720879918422,-2.95987,18.566527553380446,Afternoon,18.566527553380446
18.51873020459562,18.74184048635627,13.97079508188813,15.04684274762084,-2.92316,18.528775579556797,Afternoon,18.528775579556797
18.48014542118167,18.71988963285709,13.99118199160203,15.04647678976165,-2.88644,18.49098651381281,Afternoon,18.49098651381281
18.40809842067911,18.68013989825034,14.02725348630822,15.04540689366315,-2.81521,18.420483767943306,Afternoon,18.420483767943306
18.33605155827341,18.64039016364358,14.06332521068938,15.04433709130305,-2.74199,18.34998115363283,Afternoon,18.34998115363283
18.26400469829633,18.60097986983773,14.09939701799986,15.04326738762239,-2.66877,18.27949463802939,Afternoon,18.27949463802939
18.22076656115508,18.5766450176632,14.1218979556669,15.04280338050982,-2.5868,18.237160627514978,Afternoon,18.237160627514978
18.17752815482883,18.55230994153388,14.14439912307436,15.04233946472503,-2.50483,18.194826350019035,Afternoon,18.194826350019035
18.13154541584052,18.52797501470775,14.166891469583,15.04187564520905,-2.42285,18.149878205557908,Afternoon,18.149878205557908
18.0424172691761,18.48284883492804,14.20798246946826,15.04057944586654,-2.30885,18.062851951734697,Afternoon,18.062851951734697
17.95003979180506,18.43772269247412,14.24896046805101,15.03928333790316,-2.19485,17.972730821863518,Afternoon,20.49505846466887
17.85766238580455,18.39259647536861,14.28993862307776,15.03796217856842,-2.04947,17.882609756448446,Afternoon,20.49505846466887
17.79937119880271,18.36345346328544,14.31637685186471,15.03727457298313,-1.902,17.825710744009186,Afternoon,20.49505846466887
17.7415955648144,18.33431048852806,14.3428151637556,15.03659816842335,-1.75686,17.769302778085304,Afternoon,20.49505846466887
17.68422281548237,18.30535466531849,14.36950614559999,15.03592185777318,-1.619,17.713287449032293,Afternoon,20.49505846466887
17.59710266331069,18.26206875932445,14.40626927546027,15.0346428824337,-1.4399,17.628260491596787,Evening,20.49505846466887
17.50823278795452,18.21218234595987,14.44128854840728,15.03336605369734,-1.24673,17.541253786033266,Evening,20.49505846466887
17.42398778626502,18.16572393382192,14.47257333271271,15.03216223479457,-1.27275,17.458814215498762,Evening,20.49505846466887
17.35683589684213,18.13104767089121,14.49652902381596,15.03131032704701,-1.36766,17.393213039101468,Evening,20.49505846466887
17.29634436067379,18.11247200261544,14.51129420652152,15.03051421914292,-1.57502,17.334718011859103,Evening,20.49505846466887
17.25904458175718,18.11522134619505,14.51398579276606,15.03013769247941,-1.22153,17.299322075026605,Evening,20.49505846466887
17.25395744458847,18.14490375337543,14.50600862862952,15.03062848129326,-0.71308,17.295883380332683,Evening,20.49505846466887
17.27205071251318,18.18431184495925,14.48066066291647,15.03152267999701,-0.50362,17.31498229732632,Evening,20.49505846466887
17.3107950038793,18.22771842525607,14.4462804653864,15.0326237269437,-0.16761,17.353939080514195,Evening,20.49505846466887
17.32105646246947,18.24037168392137,14.43472934731433,15.03336235296231,0.046218,17.364311395051768,Evening,20.49505846466887
17.33234578839101,18.25254941192871,14.42317836153107,15.03411073565715,0.28696,17.375640164535245,Evening,20.49505846466887
17.34363506409872,18.26469317346048,14.41165309452197,15.03485322159526,0.507887,17.38696727851459,Evening,20.49505846466887
17.34198007069337,18.26309723434412,14.41357486946081,15.03533949807788,0.540727,17.385315505907485,Evening,20.49505846466887
17.34032504431799,18.26150125790197,14.41552231429512,15.03582574530456,0.575076,17.383663703144993,Evening,20.49505846466887
17.33866995107088,18.25990528145981,14.4174698915058,15.03631208669824,0.609662,17.382011836705267,Evening,20.49505846466887
17.33562008948897,18.25782936991561,14.42024678843664,15.03677777903119,0.61255,17.379008845023122,Evening,20.49505846466887
17.3325701953584,18.25575181603633,14.42302381778767,15.03724706124112,0.617628,17.376005744475158,Evening,20.49505846466887
17.32952023477408,18.25367429948284,14.4258009795808,15.03772136035885,0.638253,17.37300258241808,Evening,20.49505846466887
17.32760825768018,18.25202184910933,14.42784957331524,15.03821061595001,0.672234,17.371103377698518,Evening,20.49505846466887
17.32569635050993,18.25036943606161,14.42989827507436,15.03869943524172,0.706202,17.369204241361285,Evening,20.49505846466887
17.32387725177734,18.2487170230139,14.43194710934134,15.03918834941906,0.740157,17.367393501564408,Evening,20.49505846466887
17.32254572534002,18.24815907699545,14.43326084446267,15.0396928214552,0.775986,17.366098969475257,Evening,20.49505846466887
17.3212141839069,18.24760109365119,14.4345746632132,15.04019738748815,0.815513,17.364804421343006,Evening,20.49505846466887
17.31988254239535,18.24704314763274,14.43588866345987,15.04070204753511,0.855027,17.363509779681173,Evening,20.49505846466887
17.3176924639745,18.24511642730046,14.43830404160361,15.04118910535179,0.874843,17.361332731121397,Evening,20.49505846466887
17.31550235352169,18.24318966964238,14.44065972015679,15.04167629968573,0.894637,17.35915564326511,Evening,20.49505846466887
17.31331222801688,18.2412629493101,14.44295914817706,15.04216358839308,0.91441,17.356978536230503,Evening,20.49505846466887
17.30898198937847,18.23746755026038,14.44720915078145,15.04260917725625,0.910084,17.35267466839726,Evening,20.49505846466887
17.30485060667101,18.23335969696122,14.45098057948211,15.04305485991179,0.905734,17.348545330386163,Evening,20.49505846466887
17.30094936139539,18.22906189267946,14.45468878626054,15.04350063730016,0.90136,17.344626174606315,Evening,20.49505846466887
17.30173858233939,18.23101253884785,14.45378808884483,15.04405711668943,0.952988,17.345470272042686,Evening,20.49505846466887
17.30252773687864,18.23296314769043,14.45288754863959,15.04461368992276,1.004593,17.346314304479517,Evening,20.49505846466887
17.30361879926652,18.23495559875182,14.45198714120553,15.04517035794063,1.05618,17.347447876903345,Evening,20.49505846466887
17.30334389028063,18.23585126858452,14.45175800977514,15.04570589958736,1.092847,17.347228482495947,Evening,20.49505846466887
17.30306913600234,18.23666355258598,14.45152898669862,15.04624153636086,1.129489,17.3470052812734,Evening,20.49505846466887
17.30279429813344,18.23747579926165,14.45130012092045,15.04677726673965,1.166104,17.34678199868245,Evening,20.49505846466887
17.30497198397312,18.24070044954444,14.44928180323328,15.04736027328322,1.226053,17.3490088386759,Evening,20.49505846466887
17.30714958619953,18.24374500285513,14.44726366734966,15.04794337438982,1.285962,17.351227058800056,Evening,20.49505846466887
17.30932720693263,18.24678959349161,14.44524561544659,15.0485265694612,1.345813,17.353445298331003,Evening,20.49505846466887
17.30872887123976,18.24737180127834,14.44533182840083,15.04905695129964,1.372161,17.352903024827228,Evening,20.49505846466887
17.30813062216394,18.24795404639087,14.4454181743021,15.04958742836837,1.398456,17.35236083560854,Evening,20.49505846466887
17.30753225549913,18.24853629150341,14.44550460424989,15.05011800006917,1.424679,17.35181853440067,Evening,20.49505846466887
17.30713373160619,18.24857313206538,14.44605832806762,15.05064517905281,1.444039,17.351440767551043,Night,20.49505846466887
17.30673520932276,18.24860512027369,14.44661218489838,15.05117245208757,1.463403,17.351062772149994,Night,20.49505846466887
17.30633665464366,18.24863707115622,14.44716617476417,15.05169982072944,1.482718,17.350684744138924,Night,20.49505846466887
17.31064276026413,18.24028788750665,14.45113357105179,15.0522833875272,1.444003,17.354390692348247,Night,20.49505846466887
17.32211882996483,18.23254409096395,14.45677004232056,15.05293542721571,1.521968,17.364954663840756,Night,20.49505846466887
17.35450506070342,18.22315553316198,14.45819256104929,15.05354682574025,1.877961,17.395356282038886,Night,20.49505846466887
17.35146822448393,18.22083618276761,14.46087100435579,15.05403006259044,1.875891,17.392354141006038,Night,20.49505846466887
17.34843139003957,18.21851686969903,14.46354960526866,15.05451339390318,1.870413,17.389352003452455,Night,20.49505846466887
17.34539459142251,18.21619753796755,14.46622831488745,15.05499682000353,1.861331,17.386349899150805,Night,20.49505846466887
17.33648931886039,18.21015803733086,14.47242994405921,15.05541018427802,1.813265,17.377582298068805,Night,20.49505846466887
17.32824361594743,18.20402714447941,14.47856270126683,15.05582534181944,1.768401,17.369438570176364,Night,20.49505846466887
17.32013442703247,18.19789591569578,14.48489974526806,15.05624059543134,1.733912,17.36142487478351,Night,20.49505846466887
